Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1894-11,-0.45029652,-0.635969,-0.26462406
1894-12,-0.53839904,-0.75162685,-0.32517114
1895-01,-0.63665855,-0.81294537,-0.46037176
1895-02,-0.63216394,-0.8247863,-0.43954158
1895-03,-0.60935897,-0.8188062,-0.3999118
1895-04,-0.44765162,-0.6663038,-0.2289994
1895-05,-0.46874374,-0.67183286,-0.26565456
1895-06,-0.4166026,-0.62419176,-0.20901343
1895-07,-0.3381161,-0.5348713,-0.14136095
1895-08,-0.3752615,-0.5893113,-0.16121167
1895-09,-0.38359383,-0.56874573,-0.1984419
1895-10,-0.31421685,-0.47457138,-0.15386236
1895-11,-0.31228992,-0.47695222,-0.14762765
1895-12,-0.36026448,-0.55848277,-0.16204616
1896-01,-0.31481957,-0.489157,-0.1404822
1896-02,-0.32865614,-0.51302326,-0.14428902
1896-03,-0.5798985,-0.7632711,-0.3965259
1896-04,-0.52878505,-0.71176237,-0.3458077
1896-05,-0.34673762,-0.5666295,-0.1268457
1896-06,-0.22396283,-0.42621937,-0.021706264
1896-07,-0.18438385,-0.36147746,-0.0072902483
1896-08,-0.17528798,-0.3877461,0.037170142
1896-09,-0.15201914,-0.34254012,0.038501825
1896-10,-0.11711941,-0.28153545,0.04729664
1896-11,-0.30758607,-0.47408,-0.1410921
1896-12,-0.08240329,-0.2906584,0.12585184
1897-01,-0.2892347,-0.4785988,-0.09987061
1897-02,-0.33751613,-0.5395111,-0.13552114
1897-03,-0.4100634,-0.6062875,-0.21383928
1897-04,-0.10797322,-0.30298483,0.08703839
1897-05,-0.12112028,-0.31277785,0.070537284
1897-06,-0.16435334,-0.36707327,0.038366564
1897-07,-0.18936309,-0.37433502,-0.0043911887
1897-08,-0.18301809,-0.4023909,0.036354735
1897-09,-0.17612937,-0.35007,-0.0021887452
1897-10,-0.20581631,-0.38215405,-0.029478583
1897-11,-0.4102311,-0.5736823,-0.2467799
1897-12,-0.45380202,-0.63702387,-0.2705801
1898-01,-0.18541089,-0.37536547,0.0045436663
1898-02,-0.5432715,-0.71223223,-0.37431076
1898-03,-0.8332306,-1.00047,-0.66599125
1898-04,-0.66083586,-0.8487366,-0.47293508
1898-05,-0.547839,-0.7318593,-0.36381862
1898-06,-0.33014983,-0.52237636,-0.1379233
1898-07,-0.3905738,-0.582266,-0.19888158
1898-08,-0.39431205,-0.60336065,-0.18526345
1898-09,-0.36031777,-0.54346055,-0.17717494
1898-10,-0.47534928,-0.64668804,-0.3040105
1898-11,-0.4955067,-0.65649086,-0.33452258
1898-12,-0.46709144,-0.6623527,-0.27183023
1899-01,-0.3440395,-0.50883985,-0.17923917
1899-02,-0.5278267,-0.69242024,-0.36323318
1899-03,-0.56293577,-0.7272544,-0.39861715
1899-04,-0.41797963,-0.5878333,-0.24812597
1899-05,-0.3578225,-0.5418499,-0.17379507
1899-06,-0.5008491,-0.69525737,-0.30644092
1899-07,-0.36399806,-0.54880553,-0.1791906
1899-08,-0.23628925,-0.45288384,-0.019694671
1899-09,-0.14009862,-0.31719854,0.0370013
1899-10,-0.17590709,-0.33942008,-0.012394101
1899-11,-0.045373324,-0.20375036,0.11300371
1899-12,-0.44755244,-0.6395858,-0.2555191
1900-01,-0.481758,-0.64442194,-0.31909406
1900-02,-0.19179867,-0.35089597,-0.032701362
1900-03,-0.19927639,-0.3682959,-0.03025687
1900-04,-0.22417085,-0.40338013,-0.04496156
1900-05,-0.30038035,-0.48569742,-0.11506328
1900-06,-0.22103055,-0.42016524,-0.021895837
1900-07,-0.20988153,-0.39023626,-0.029526819
1900-08,-0.21029978,-0.42466772,0.00406818
1900-09,-0.19386233,-0.3807497,-0.00697498
1900-10,-0.05841311,-0.23211612,0.1152899
1900-11,-0.2570978,-0.42448592,-0.089709684
1900-12,-0.21405464,-0.39983112,-0.028278176
1901-01,-0.26465982,-0.42373943,-0.10558018
1901-02,-0.25891244,-0.41281685,-0.10500801
1901-03,-0.18032686,-0.3367675,-0.023886232
1901-04,-0.16546561,-0.33807206,0.007140832
1901-05,-0.23470268,-0.42764857,-0.041756783
1901-06,-0.25680608,-0.45061404,-0.062998116
1901-07,-0.3457253,-0.53110945,-0.1603411
1901-08,-0.21113819,-0.4264099,0.0041335337
1901-09,-0.35594234,-0.5334311,-0.17845358
1901-10,-0.335708,-0.50803864,-0.1633773
1901-11,-0.37396288,-0.533242,-0.21468377
1901-12,-0.46511218,-0.6350795,-0.29514483
1902-01,-0.425197,-0.5796931,-0.2707009
1902-02,-0.22494337,-0.37314162,-0.07674512
1902-03,-0.4554527,-0.6089893,-0.30191612
1902-04,-0.4446187,-0.6115102,-0.2777272
1902-05,-0.4348757,-0.6321059,-0.23764546
1902-06,-0.44946983,-0.6426158,-0.25632387
1902-07,-0.41158038,-0.58904576,-0.23411505
1902-08,-0.4302874,-0.6341658,-0.22640896
1902-09,-0.37277365,-0.55087924,-0.19466805
1902-10,-0.49719468,-0.6681006,-0.32628873
1902-11,-0.55400336,-0.71461684,-0.39338982
1902-12,-0.54850733,-0.7236107,-0.37340406
1903-01,-0.42224982,-0.57226133,-0.27223834
1903-02,-0.2343746,-0.3725177,-0.09623148
1903-03,-0.40641654,-0.5479696,-0.2648635
1903-04,-0.5901133,-0.7502819,-0.4299447
1903-05,-0.5135693,-0.6973095,-0.32982907
1903-06,-0.5493925,-0.7319108,-0.3668742
1903-07,-0.51101726,-0.68209237,-0.33994225
1903-08,-0.61119443,-0.8220676,-0.4003212
1903-09,-0.5709826,-0.7451637,-0.39680153
1903-10,-0.67404,-0.8318895,-0.5161905
1903-11,-0.631394,-0.78395236,-0.47883576
1903-12,-0.70772356,-0.87003756,-0.5454095
1904-01,-0.7975872,-0.9470367,-0.64813775
1904-02,-0.76688904,-0.9199756,-0.6138025
1904-03,-0.6941916,-0.8415217,-0.54686147
1904-04,-0.6450247,-0.81362826,-0.47642118
1904-05,-0.61184436,-0.7894319,-0.43425676
1904-06,-0.56864613,-0.75500125,-0.38229105
1904-07,-0.5587054,-0.7307496,-0.3866611
1904-08,-0.48464924,-0.691439,-0.27785948
1904-09,-0.6005602,-0.78130555,-0.41981485
1904-10,-0.5525573,-0.71497506,-0.3901395
1904-11,-0.393077,-0.5456041,-0.24054989
1904-12,-0.49458385,-0.6709583,-0.3182094
1905-01,-0.45698085,-0.6044541,-0.3095076
1905-02,-0.7157299,-0.86248934,-0.56897044
1905-03,-0.5193676,-0.6597169,-0.3790183
1905-04,-0.55836594,-0.7150051,-0.4017268
1905-05,-0.4342798,-0.6099995,-0.25856015
1905-06,-0.345056,-0.52489156,-0.16522042
1905-07,-0.37593547,-0.53807783,-0.21379308
1905-08,-0.30571726,-0.51239306,-0.09904146
1905-09,-0.34737766,-0.5141546,-0.18060075
1905-10,-0.33497813,-0.48754874,-0.1824075
1905-11,-0.21612908,-0.35859957,-0.07365859
1905-12,-0.26442614,-0.43724486,-0.091607444
1906-01,-0.28462744,-0.4321598,-0.13709503
1906-02,-0.37687472,-0.51135725,-0.24239218
1906-03,-0.28139555,-0.4265837,-0.1362074
1906-04,-0.100303926,-0.2562984,0.05569055
1906-05,-0.3724374,-0.547349,-0.19752584
1906-06,-0.22900659,-0.41110405,-0.046909135
1906-07,-0.346779,-0.520295,-0.17326294
1906-08,-0.27282813,-0.48080012,-0.064856105
1906-09,-0.35252136,-0.525802,-0.1792407
1906-10,-0.32043788,-0.47264758,-0.16822813
1906-11,-0.5309321,-0.6772643,-0.38459998
1906-12,-0.3172721,-0.47761175,-0.15693244
1907-01,-0.51630473,-0.6558372,-0.37677228
1907-02,-0.61624056,-0.7605807,-0.47190043
1907-03,-0.42839053,-0.5715523,-0.28522882
1907-04,-0.47306913,-0.6318266,-0.3143117
1907-05,-0.63790065,-0.80926645,-0.4665349
1907-06,-0.5392264,-0.72028106,-0.35817176
1907-07,-0.43251085,-0.60256416,-0.26245755
1907-08,-0.49332878,-0.7044731,-0.28218442
1907-09,-0.4006663,-0.5676902,-0.23364235
1907-10,-0.33344695,-0.48113212,-0.1857618
1907-11,-0.54919237,-0.6948217,-0.40356305
1907-12,-0.58303076,-0.7624637,-0.40359786
1908-01,-0.45388556,-0.59748036,-0.3102907
1908-02,-0.4072481,-0.5504893,-0.2640069
1908-03,-0.6972252,-0.83476275,-0.55968773
1908-04,-0.5823174,-0.73499167,-0.42964312
1908-05,-0.43905962,-0.6211122,-0.257007
1908-06,-0.41007194,-0.6004653,-0.21967855
1908-07,-0.39664134,-0.5632441,-0.23003857
1908-08,-0.4820458,-0.6973039,-0.2667877
1908-09,-0.3840344,-0.5529104,-0.21515839
1908-10,-0.5686292,-0.7145797,-0.42267865
1908-11,-0.63873416,-0.7755048,-0.50196356
1908-12,-0.6309182,-0.79031557,-0.47152087
1909-01,-0.7557895,-0.886374,-0.62520504
1909-02,-0.5340897,-0.667957,-0.40022236
1909-03,-0.6527392,-0.78562856,-0.51984984
1909-04,-0.6324802,-0.77989256,-0.48506784
1909-05,-0.59058255,-0.76560014,-0.4155649
1909-06,-0.50779843,-0.692514,-0.32308283
1909-07,-0.5286299,-0.68847525,-0.36878452
1909-08,-0.32985583,-0.5361886,-0.123523064
1909-09,-0.40867972,-0.5701961,-0.24716334
1909-10,-0.4908293,-0.633727,-0.34793162
1909-11,-0.38543886,-0.5210388,-0.24983895
1909-12,-0.5929546,-0.7449737,-0.44093552
1910-01,-0.41897452,-0.55329907,-0.28464994
1910-02,-0.5060483,-0.6390835,-0.37301314
1910-03,-0.6031831,-0.7449567,-0.46140957
1910-04,-0.5269655,-0.6741805,-0.37975046
1910-05,-0.5245959,-0.6977883,-0.35140356
1910-06,-0.5536255,-0.73344487,-0.3738062
1910-07,-0.4435599,-0.6056044,-0.28151542
1910-08,-0.39209458,-0.60298294,-0.18120623
1910-09,-0.41854283,-0.58322304,-0.25386262
1910-10,-0.47894767,-0.62157214,-0.3363232
1910-11,-0.66960365,-0.80242836,-0.5367789
1910-12,-0.74614364,-0.8995198,-0.5927675
1911-01,-0.658667,-0.78131187,-0.5360222
1911-02,-0.7089195,-0.8310734,-0.5867657
1911-03,-0.76647985,-0.88856804,-0.6443917
1911-04,-0.64417446,-0.79312646,-0.49522236
1911-05,-0.6429834,-0.8105264,-0.4754404
1911-06,-0.5616275,-0.7418782,-0.38137683
1911-07,-0.49856585,-0.66609764,-0.3310341
1911-08,-0.5113887,-0.7157582,-0.30701923
1911-09,-0.50237316,-0.67557466,-0.32917172
1911-10,-0.35366222,-0.4894468,-0.21787763
1911-11,-0.3456155,-0.47872797,-0.21250308
1911-12,-0.30468225,-0.45867506,-0.15068942
1912-01,-0.32853612,-0.45102933,-0.2060429
1912-02,-0.3138698,-0.4301568,-0.1975828
1912-03,-0.5581868,-0.6773337,-0.43903998
1912-04,-0.33887798,-0.48474056,-0.19301543
1912-05,-0.3366966,-0.49611488,-0.1772783
1912-06,-0.29193866,-0.46263772,-0.12123962
1912-07,-0.511923,-0.66417915,-0.3596669
1912-08,-0.5820828,-0.78437656,-0.37978908
1912-09,-0.64773756,-0.8042729,-0.4912022
1912-10,-0.6867396,-0.8191916,-0.5542877
1912-11,-0.55807537,-0.68365866,-0.4324921
1912-12,-0.57811457,-0.7240436,-0.43218556
1913-01,-0.5478542,-0.6770322,-0.41867617
1913-02,-0.54169506,-0.6615068,-0.42188329
1913-03,-0.603171,-0.72524977,-0.4810922
1913-04,-0.5244855,-0.6776539,-0.37131712
1913-05,-0.5491124,-0.7137922,-0.3844325
1913-06,-0.5480814,-0.72888035,-0.3672824
1913-07,-0.48895058,-0.65124476,-0.3266564
1913-08,-0.40176743,-0.6029841,-0.20055082
1913-09,-0.41973755,-0.57746816,-0.26200688
1913-10,-0.4439339,-0.58269715,-0.30517063
1913-11,-0.3634571,-0.491891,-0.23502323
1913-12,-0.15169701,-0.2996888,-0.003705233
1914-01,-0.07308375,-0.19680688,0.050639376
1914-02,-0.25713474,-0.3796889,-0.13458057
1914-03,-0.39432535,-0.5185903,-0.27006042
1914-04,-0.40285856,-0.5412101,-0.26450697
1914-05,-0.31025672,-0.47034633,-0.15016712
1914-06,-0.31226736,-0.48779017,-0.13674454
1914-07,-0.29959157,-0.4602983,-0.13888486
1914-08,-0.24764788,-0.4533943,-0.04190149
1914-09,-0.3044575,-0.4832496,-0.12566535
1914-10,-0.111741304,-0.25785783,0.034375217
1914-11,-0.18404675,-0.3201754,-0.047918063
1914-12,-0.23969997,-0.3863381,-0.09306183
1915-01,-0.28508523,-0.4278139,-0.14235654
1915-02,-0.21536131,-0.35589966,-0.07482298
1915-03,-0.19713625,-0.34456918,-0.049703337
1915-04,-0.08698021,-0.24000841,0.066048004
1915-05,-0.17822082,-0.36546662,0.00902497
1915-06,-0.17597449,-0.36843848,0.016489528
1915-07,-0.17876373,-0.35972694,0.0021994733
1915-08,-0.0664295,-0.28647646,0.15361747
1915-09,-0.11439724,-0.28349817,0.054703686
1915-10,-0.28386152,-0.43618327,-0.13153973
1915-11,-0.17229408,-0.30972004,-0.034868132
1915-12,-0.3544155,-0.49141347,-0.2174175
1916-01,-0.33807984,-0.4711935,-0.20496617
1916-02,-0.26688612,-0.40551832,-0.1282539
1916-03,-0.4369277,-0.5711676,-0.30268785
1916-04,-0.38218176,-0.5402165,-0.22414698
1916-05,-0.42866924,-0.626065,-0.23127349
1916-06,-0.49990696,-0.6994036,-0.3004103
1916-07,-0.3884898,-0.5749496,-0.20203003
1916-08,-0.29846996,-0.5114207,-0.08551921
1916-09,-0.32708737,-0.49782103,-0.15635374
1916-10,-0.37447828,-0.5282513,-0.22070524
1916-11,-0.5117712,-0.6478989,-0.3756435
1916-12,-0.8134966,-0.95265234,-0.6743409
1917-01,-0.6943399,-0.8376467,-0.551033
1917-02,-0.7187536,-0.87265515,-0.564852
1917-03,-0.78238094,-0.92482895,-0.63993293
1917-04,-0.5459324,-0.7111507,-0.38071412
1917-05,-0.64291,-0.8362306,-0.44958934
1917-06,-0.48071533,-0.6860285,-0.27540216
1917-07,-0.25967437,-0.45185903,-0.067489676
1917-08,-0.3411948,-0.58607787,-0.09631171
1917-09,-0.3053098,-0.4827825,-0.12783706
1917-10,-0.53544074,-0.69145185,-0.37942967
1917-11,-0.4575795,-0.5972803,-0.31787863
1917-12,-0.7899521,-0.9563316,-0.6235726
1918-01,-0.5211292,-0.6771109,-0.36514738
1918-02,-0.67957187,-0.83166856,-0.5274752
1918-03,-0.58454895,-0.7403405,-0.42875746
1918-04,-0.6288331,-0.8063049,-0.4513614
1918-05,-0.52929044,-0.74408394,-0.31449693
1918-06,-0.3916376,-0.60149026,-0.1817849
1918-07,-0.3729033,-0.5559888,-0.18981783
1918-08,-0.44641316,-0.6744933,-0.21833298
1918-09,-0.27653608,-0.4642761,-0.08879603
1918-10,-0.119532414,-0.29616416,0.057099324
1918-11,-0.17136231,-0.3455478,0.0028231815
1918-12,-0.41935328,-0.58700293,-0.25170365
1919-01,-0.24567883,-0.41749376,-0.07386388
1919-02,-0.23845258,-0.39638817,-0.08051701
1919-03,-0.3959213,-0.57212335,-0.21971922
1919-04,-0.21187939,-0.40294138,-0.020817414
1919-05,-0.3150191,-0.5193894,-0.11064881
1919-06,-0.37117997,-0.56703,-0.17532994
1919-07,-0.3228482,-0.519493,-0.12620348
1919-08,-0.2600796,-0.49280933,-0.027349873
1919-09,-0.29640716,-0.47379714,-0.119017184
1919-10,-0.27478188,-0.44607073,-0.10349301
1919-11,-0.5632362,-0.7078894,-0.41858298
1919-12,-0.52078784,-0.6767113,-0.36486435
1920-01,-0.2783516,-0.4383963,-0.11830692
1920-02,-0.5478485,-0.68279505,-0.41290197
1920-03,-0.17122707,-0.32699183,-0.015462314
1920-04,-0.34405312,-0.5269281,-0.16117813
1920-05,-0.2632247,-0.46062356,-0.065825835
1920-06,-0.25427228,-0.45986894,-0.048675615
1920-07,-0.32050428,-0.5059806,-0.13502795
1920-08,-0.23569901,-0.45754516,-0.01385287
1920-09,-0.20732781,-0.38610047,-0.028555147
1920-10,-0.22441581,-0.3770896,-0.07174202
1920-11,-0.34114808,-0.5001093,-0.1821868
1920-12,-0.49381757,-0.638662,-0.34897316
1921-01,-0.23202434,-0.37066567,-0.09338302
1921-02,-0.29737908,-0.43250725,-0.16225092
1921-03,-0.35005358,-0.48839653,-0.21171063
1921-04,-0.2960085,-0.4563716,-0.1356454
1921-05,-0.30253443,-0.48384082,-0.12122804
1921-06,-0.16308609,-0.35722858,0.03105643
1921-07,-0.15403846,-0.33661002,0.028533095
1921-08,-0.31929296,-0.5313149,-0.10727101
1921-09,-0.19892058,-0.36822715,-0.029613994
1921-10,-0.13166444,-0.27919504,0.015866173
1921-11,-0.19621032,-0.3271309,-0.06528974
1921-12,-0.2829945,-0.41666806,-0.14932095
1922-01,-0.42077228,-0.55089176,-0.29065284
1922-02,-0.40802103,-0.53006923,-0.28597283
1922-03,-0.3330245,-0.46782717,-0.19822186
1922-04,-0.2971155,-0.4475382,-0.14669278
1922-05,-0.47053784,-0.645691,-0.29538473
1922-06,-0.29881495,-0.47508574,-0.122544155
1922-07,-0.2658302,-0.43427104,-0.097389325
1922-08,-0.35617936,-0.5572532,-0.15510552
1922-09,-0.31850055,-0.48100683,-0.15599428
1922-10,-0.3499081,-0.48848704,-0.21132918
1922-11,-0.2564633,-0.37366116,-0.13926539
1922-12,-0.30986002,-0.44146875,-0.17825131
1923-01,-0.40667394,-0.52974087,-0.28360704
1923-02,-0.49110085,-0.61132103,-0.37088063
1923-03,-0.4617906,-0.5825319,-0.34104928
1923-04,-0.40994567,-0.55335367,-0.26653764
1923-05,-0.40293834,-0.5715818,-0.23429488
1923-06,-0.26140174,-0.43684807,-0.08595542
1923-07,-0.416661,-0.577495,-0.255827
1923-08,-0.32336116,-0.52527,-0.12145236
1923-09,-0.33566725,-0.4971458,-0.17418869
1923-10,-0.17083156,-0.30890328,-0.03275985
1923-11,-0.027532347,-0.1483678,0.093303114
1923-12,-0.09366876,-0.21706983,0.02973231
1924-01,-0.33049682,-0.45676723,-0.2042264
1924-02,-0.31201097,-0.4296767,-0.19434525
1924-03,-0.17979965,-0.30197307,-0.057626225
1924-04,-0.3404552,-0.48418438,-0.19672601
1924-05,-0.21428953,-0.37975663,-0.048822414
1924-06,-0.27211335,-0.4507255,-0.093501225
1924-07,-0.29823217,-0.44980985,-0.14665447
1924-08,-0.31606123,-0.52077436,-0.111348055
1924-09,-0.32750568,-0.48998797,-0.16502339
1924-10,-0.36149353,-0.49894443,-0.22404262
1924-11,-0.28554788,-0.40517357,-0.1659222
1924-12,-0.49205515,-0.61393476,-0.3701755
1925-01,-0.48693696,-0.61339474,-0.36047924
1925-02,-0.47668645,-0.5976992,-0.35567367
1925-03,-0.37615484,-0.49950516,-0.25280455
1925-04,-0.30315012,-0.44616118,-0.16013905
1925-05,-0.30967897,-0.4873115,-0.13204645
1925-06,-0.34248605,-0.53151184,-0.15346026
1925-07,-0.33970353,-0.49360517,-0.18580191
1925-08,-0.168029,-0.3703108,0.034252815
1925-09,-0.25633416,-0.42260942,-0.09005887
1925-10,-0.28470173,-0.4309112,-0.13849226
1925-11,-0.046442036,-0.16649464,0.07361056
1925-12,0.016194992,-0.10896697,0.14135696
1926-01,0.08707658,-0.045237415,0.21939059
1926-02,-0.026372707,-0.14589603,0.09315062
1926-03,0.021262685,-0.1030581,0.14558347
1926-04,-0.15945156,-0.31164894,-0.0072541614
1926-05,-0.26892078,-0.44001368,-0.09782787
1926-06,-0.18286641,-0.36022374,-0.0055090636
1926-07,-0.21131073,-0.37350836,-0.049113084
1926-08,-0.103674814,-0.3132375,0.105887875
1926-09,-0.12017237,-0.27973568,0.039390944
1926-10,-0.07100877,-0.21039453,0.068376996
1926-11,-0.11223331,-0.23749907,0.013032453
1926-12,-0.31926158,-0.44655588,-0.19196728
1927-01,-0.31249192,-0.43698856,-0.18799527
1927-02,-0.20881063,-0.31947625,-0.098145
1927-03,-0.41075933,-0.52498066,-0.29653805
1927-04,-0.31795067,-0.45667052,-0.17923081
1927-05,-0.23356214,-0.3983111,-0.068813175
1927-06,-0.25210667,-0.42960724,-0.07460605
1927-07,-0.2132972,-0.36622584,-0.060368553
1927-08,-0.20897497,-0.40579525,-0.012154704
1927-09,-0.11085539,-0.2643868,0.042676017
1927-10,-0.023679927,-0.16376041,0.11640056
1927-11,-0.12279331,-0.24001254,-0.0055740797
1927-12,-0.32216066,-0.44394538,-0.20037596
1928-01,-0.02730291,-0.15644865,0.10184283
1928-02,-0.1251715,-0.25349888,0.0031558743
1928-03,-0.32062614,-0.4498313,-0.19142096
1928-04,-0.23834431,-0.38228115,-0.094407484
1928-05,-0.30453655,-0.47468883,-0.13438429
1928-06,-0.33441526,-0.5061851,-0.16264543
1928-07,-0.19267851,-0.34469908,-0.040657945
1928-08,-0.17961782,-0.37596503,0.016729375
1928-09,-0.20858707,-0.37440312,-0.04277101
1928-10,-0.18867242,-0.32668927,-0.05065557
1928-11,-0.17507556,-0.30286524,-0.047285866
1928-12,-0.23411798,-0.35929707,-0.108938895
1929-01,-0.4367597,-0.5609945,-0.3125249
1929-02,-0.6034526,-0.7247327,-0.48217252
1929-03,-0.48740005,-0.61209035,-0.36270976
1929-04,-0.44312114,-0.59025264,-0.29598963
1929-05,-0.4372524,-0.605226,-0.26927888
1929-06,-0.40541676,-0.5792622,-0.23157135
1929-07,-0.43757433,-0.59540135,-0.2797473
1929-08,-0.26414108,-0.46993625,-0.05834591
1929-09,-0.27543542,-0.43877456,-0.11209628
1929-10,-0.21631601,-0.35485813,-0.077773914
1929-11,-0.13945729,-0.256513,-0.022401547
1929-12,-0.5643861,-0.6868679,-0.4419044
1930-01,-0.36084813,-0.488008,-0.23368828
1930-02,-0.3399469,-0.4594002,-0.2204936
1930-03,-0.24649258,-0.36795047,-0.1250347
1930-04,-0.22651023,-0.36880007,-0.084220394
1930-05,-0.24916993,-0.41323006,-0.08510981
1930-06,-0.19896518,-0.37480825,-0.023122089
1930-07,-0.18192652,-0.3489248,-0.014928251
1930-08,-0.09241814,-0.29742134,0.11258505
1930-09,-0.095114775,-0.2571257,0.066896155
1930-10,-0.08342284,-0.21726559,0.050419915
1930-11,0.07242267,-0.05028975,0.19513509
1930-12,-0.05792235,-0.17631523,0.060470544
1931-01,-0.13311356,-0.26006404,-0.0061630905
1931-02,-0.24863775,-0.35886854,-0.13840698
1931-03,-0.10586872,-0.22703817,0.01530073
1931-04,-0.16853692,-0.31226462,-0.02480923
1931-05,-0.19608597,-0.3617748,-0.030397149
1931-06,-0.022928497,-0.19936556,0.15350856
1931-07,-0.0087128775,-0.17580236,0.1583766
1931-08,-0.028970955,-0.23860407,0.18066216
1931-09,-0.051446807,-0.20617105,0.103277445
1931-10,-0.024624016,-0.16627878,0.11703074
1931-11,-0.14031905,-0.2560131,-0.024625005
1931-12,-0.10338531,-0.21932063,0.012550007
1932-01,0.08052258,-0.03869844,0.1997436
1932-02,-0.18019636,-0.29183856,-0.068554156
1932-03,-0.19505319,-0.31644535,-0.07366103
1932-04,-0.06458424,-0.19809918,0.06893069
1932-05,-0.16073138,-0.31543535,-0.0060274103
1932-06,-0.2557737,-0.42029643,-0.09125096
1932-07,-0.13214502,-0.29118815,0.026898138
1932-08,-0.18957873,-0.39283922,0.013681769
1932-09,-0.004084912,-0.15319216,0.14502233
1932-10,-0.09606229,-0.23280406,0.04067948
1932-11,-0.29393253,-0.40847367,-0.17939135
1932-12,-0.26726377,-0.38330963,-0.1512179
1933-01,-0.25545412,-0.36678383,-0.14412443
1933-02,-0.29606283,-0.40160435,-0.19052131
1933-03,-0.3399504,-0.4484951,-0.2314057
1933-04,-0.24076681,-0.3746907,-0.106842905
1933-05,-0.22869319,-0.3954708,-0.06191558
1933-06,-0.26997802,-0.45139295,-0.08856311
1933-07,-0.23895997,-0.3928606,-0.085059345
1933-08,-0.10890873,-0.3063615,0.088544026
1933-09,-0.28360698,-0.43971512,-0.12749884
1933-10,-0.20197693,-0.33419198,-0.06976186
1933-11,-0.3594979,-0.46869385,-0.25030196
1933-12,-0.47062594,-0.57747483,-0.36377698
1934-01,-0.27604812,-0.3821882,-0.16990802
1934-02,-0.09534827,-0.19326895,0.002572413
1934-03,-0.38268209,-0.48898217,-0.27638197
1934-04,-0.32057282,-0.45065582,-0.19048983
1934-05,-0.09344968,-0.2520705,0.06517113
1934-06,-0.042775374,-0.23033465,0.1447839
1934-07,-0.13023645,-0.28592506,0.025452187
1934-08,-0.063041754,-0.27176735,0.14568384
1934-09,-0.08768633,-0.2397299,0.06435723
1934-10,-0.032936342,-0.17135364,0.10548096
1934-11,0.0792702,-0.027664805,0.1862052
1934-12,-0.06621654,-0.1729271,0.04049401
1935-01,-0.30269635,-0.41620207,-0.18919061
1935-02,0.099084884,-0.0012050634,0.19937484
1935-03,-0.17062488,-0.27000427,-0.07124549
1935-04,-0.27466276,-0.40864527,-0.14068025
1935-05,-0.26452878,-0.43301305,-0.096044526
1935-06,-0.16509533,-0.34196508,0.011774399
1935-07,-0.097913645,-0.25384423,0.058016937
1935-08,-0.10341579,-0.29738346,0.090551876
1935-09,-0.1425742,-0.29212385,0.006975456
1935-10,-0.013418202,-0.13814491,0.1113085
1935-11,-0.27656153,-0.37919897,-0.17392407
1935-12,-0.21087027,-0.31017798,-0.11156254
1936-01,-0.35211515,-0.45860663,-0.24562366
1936-02,-0.29435346,-0.39497513,-0.19373177
1936-03,-0.2833236,-0.389466,-0.17718121
1936-04,-0.14661905,-0.27435556,-0.018882558
1936-05,-0.12528493,-0.2882384,0.03766854
1936-06,-0.10671565,-0.27362505,0.060193744
1936-07,-0.026038663,-0.17950754,0.12743022
1936-08,-0.030105788,-0.2287842,0.16857262
1936-09,-0.06525275,-0.21677576,0.08627025
1936-10,0.003714551,-0.12946013,0.13688923
1936-11,-0.0074922363,-0.116232015,0.10124754
1936-12,-0.053489946,-0.16481538,0.057835486
1937-01,-0.06828045,-0.17717879,0.040617883
1937-02,0.121392466,0.019716877,0.22306806
1937-03,-0.21635887,-0.31922904,-0.11348869
1937-04,-0.07538876,-0.20299816,0.052220654
1937-05,-0.045399565,-0.20593622,0.115137085
1937-06,0.039669503,-0.13230269,0.2116417
1937-07,0.06815756,-0.07785147,0.2141666
1937-08,0.08130858,-0.110147364,0.27276453
1937-09,0.18632758,0.036221012,0.33643413
1937-10,0.17319019,0.03963375,0.30674663
1937-11,0.11081053,0.0047210124,0.21690007
1937-12,-0.029459205,-0.14189014,0.08297173
1938-01,0.08600477,-0.019297203,0.19130674
1938-02,0.028905472,-0.06754984,0.12536079
1938-03,0.023145922,-0.076370336,0.12266218
1938-04,0.085147284,-0.048767705,0.21906227
1938-05,-0.051018074,-0.22074965,0.118713506
1938-06,-0.046715688,-0.21758625,0.12415487
1938-07,-0.00058815785,-0.15333752,0.15216121
1938-08,0.039481573,-0.15598777,0.23495091
1938-09,0.06553491,-0.08680954,0.21787937
1938-10,0.20266193,0.06694477,0.33837909
1938-11,0.09888001,-0.007642474,0.20540248
1938-12,-0.15674156,-0.26902977,-0.04445336
1939-01,-0.07715828,-0.1761051,0.021788545
1939-02,-0.07036205,-0.15643954,0.015715457
1939-03,-0.24440953,-0.33888236,-0.14993672
1939-04,-0.06114196,-0.18511592,0.062832
1939-05,0.015283029,-0.13759974,0.1681658
1939-06,0.06432128,-0.10243136,0.23107392
1939-07,0.01393311,-0.14365691,0.17152312
1939-08,0.024194013,-0.18512532,0.23351336
1939-09,0.056040257,-0.117246315,0.22932683
1939-10,-0.02866311,-0.18989791,0.13257168
1939-11,0.123046525,-0.0010552241,0.24714828
1939-12,0.43967482,0.31543726,0.5639124
1940-01,0.045250162,-0.07499339,0.16549371
1940-02,0.17694506,0.06529912,0.288591
